Experiment,SiteYear,Trialtype,PlotBarcode,Column,Row,Genotype,Zad
Parkes,2021,21WS0E,YNMM-03-064,3,64,19W031-046,
Parkes,2021,21WS0E,YNMM-03-065,3,65,Chief CL Plus,
Parkes,2021,21WS0E,YNMM-03-066,3,66,19W016-035,
Parkes,2021,21WS0E,YNMM-03-067,3,67,18Y1140-010,
Parkes,2021,21WS0E,YNMM-03-068,3,68,18Y349-001,
Parkes,2021,21WS0E,YNMM-03-069,3,69,18Y1211-010,
Parkes,2021,21WS0E,YNMM-03-070,3,70,18Y440-004,
Parkes,2021,21WS0E,YNMM-03-071,3,71,18Y1145B-047,
Parkes,2021,21WS0E,YNMM-03-072,3,72,19W083-072,
Parkes,2021,21WS0E,YNMM-03-073,3,73,17Y512-025,
Parkes,2021,21WS0E,YNMM-03-074,3,74,19W073-036,
Parkes,2021,21WS0E,YNMM-03-075,3,75,19W020-003,
Parkes,2021,21WS0E,YNMM-03-076,3,76,17Y482-024,
Parkes,2021,21WS0E,YNMM-03-077,3,77,19W140-5030,
Parkes,2021,21WS0E,YNMM-03-078,3,78,19W122-5023,
Parkes,2021,21WS0E,YNMM-03-079,3,79,19W024-070,
Parkes,2021,21WS0E,YNMM-03-080,3,80,18Y440-012,
Parkes,2021,21WS0E,YNMM-03-081,3,81,19W101-5022,
Parkes,2021,21WS0E,YNMM-03-082,3,82,19W011-006,
Parkes,2021,21WS0E,YNMM-03-083,3,83,19W025-016,
Parkes,2021,21WS0E,YNMM-03-084,3,84,19W244-5003,
Parkes,2021,21WS0E,YNMM-03-085,3,85,18Y1211-003,
Parkes,2021,21WS0E,YNMM-03-086,3,86,18Y607-020,
Parkes,2021,21WS0E,YNMM-03-087,3,87,18Y1225-023,
Parkes,2021,21WS0E,YNMM-03-088,3,88,Corack,
Parkes,2021,21WS0E,YNMM-03-089,3,89,19W140-5020,
Parkes,2021,21WS0E,YNMM-03-090,3,90,18Y1101-015,
Parkes,2021,21WS0E,YNMM-03-091,3,91,19W017-053,
Parkes,2021,21WS0E,YNMM-03-092,3,92,19W243-5019,
Parkes,2021,21WS0E,YNMM-03-093,3,93,18Y371-010,
Parkes,2021,21WS0E,YNMM-03-094,3,94,19W034-003,
Parkes,2021,21WS0E,YNMM-03-095,3,95,18Y450-004,
Parkes,2021,21WS0E,YNMM-03-096,3,96,Stealth,
Parkes,2021,21WS0E,YNMM-04-001,4,1,Sunvale,
Parkes,2021,21WS0E,YNMM-04-002,4,2,18Y1088-012,
Parkes,2021,21WS0E,YNMM-04-003,4,3,18Y1225-003,
Parkes,2021,21WS0E,YNMM-04-004,4,4,Vixen,
Parkes,2021,21WS0E,YNMM-04-005,4,5,19W083-052,
Parkes,2021,21WS0E,YNMM-04-006,4,6,18Y1099-004,
Parkes,2021,21WS0E,YNMM-04-007,4,7,19W088-010,
Parkes,2021,21WS0E,YNMM-04-008,4,8,18Y375-012,
Parkes,2021,21WS0E,YNMM-04-009,4,9,18Y722-5024,
Parkes,2021,21WS0E,YNMM-04-010,4,10,18Y412-006,
Parkes,2021,21WS0E,YNMM-04-011,4,11,19W024-016,
Parkes,2021,21WS0E,YNMM-04-012,4,12,19W204-5041,
Parkes,2021,21WS0E,YNMM-04-013,4,13,19W030-026,
Parkes,2021,21WS0E,YNMM-04-014,4,14,Beckom,
Parkes,2021,21WS0E,YNMM-04-015,4,15,18Y511-106,
Parkes,2021,21WS0E,YNMM-04-016,4,16,18Y811-066,
Parkes,2021,21WS0E,YNMM-04-017,4,17,18Y597-5019,
Parkes,2021,21WS0E,YNMM-04-018,4,18,18Y447-016,
Parkes,2021,21WS0E,YNMM-04-019,4,19,19W031-060,
Parkes,2021,21WS0E,YNMM-04-020,4,20,19W016-023,
Parkes,2021,21WS0E,YNMM-04-021,4,21,19W035-057,
Parkes,2021,21WS0E,YNMM-04-022,4,22,18Y453-010,
Parkes,2021,21WS0E,YNMM-04-023,4,23,18Y812-080,
Parkes,2021,21WS0E,YNMM-04-024,4,24,19W031-077,
Parkes,2021,21WS0E,YNMM-04-025,4,25,DS Pascal,
Parkes,2021,21WS0E,YNMM-04-026,4,26,18Y450-025,
Parkes,2021,21WS0E,YNMM-04-027,4,27,19W025-033,
Parkes,2021,21WS0E,YNMM-04-028,4,28,18Y1211-006,
Parkes,2021,21WS0E,YNMM-04-029,4,29,Devil,
Parkes,2021,21WS0E,YNMM-04-030,4,30,19W143-5006,
Parkes,2021,21WS0E,YNMM-04-031,4,31,19W021-007,
Parkes,2021,21WS0E,YNMM-04-032,4,32,18Y1090-021,
Parkes,2021,21WS0E,YNMM-04-033,4,33,18Y450-040,
Parkes,2021,21WS0E,YNMM-04-034,4,34,18Y404-001,
Parkes,2021,21WS0E,YNMM-04-035,4,35,18Y352-018,
Parkes,2021,21WS0E,YNMM-04-036,4,36,19W029-016,
Parkes,2021,21WS0E,YNMM-04-037,4,37,18Y362-011,
Parkes,2021,21WS0E,YNMM-04-038,4,38,19W018-046,
Parkes,2021,21WS0E,YNMM-04-039,4,39,19W009-018,
Parkes,2021,21WS0E,YNMM-04-040,4,40,18Y459-008,
Parkes,2021,21WS0E,YNMM-04-041,4,41,17Y519-007,
Parkes,2021,21WS0E,YNMM-04-042,4,42,18Y1133-005,
Parkes,2021,21WS0E,YNMM-04-043,4,43,18Y1097-024,
Parkes,2021,21WS0E,YNMM-04-044,4,44,18Y1140-007,
Parkes,2021,21WS0E,YNMM-04-045,4,45,18Y511-005,
Parkes,2021,21WS0E,YNMM-04-046,4,46,19W101-5032,
Parkes,2021,21WS0E,YNMM-04-047,4,47,18Y1179-042,
Parkes,2021,21WS0E,YNMM-04-048,4,48,18Y1145A-111,
Parkes,2021,21WS0E,YNMM-04-049,4,49,18Y1231-045,
Parkes,2021,21WS0E,YNMM-04-050,4,50,19W017-013,
Parkes,2021,21WS0E,YNMM-04-051,4,51,18Y384-007,
Parkes,2021,21WS0E,YNMM-04-052,4,52,19W028-036,
Parkes,2021,21WS0E,YNMM-04-053,4,53,19W073-009,
Parkes,2021,21WS0E,YNMM-04-054,4,54,18Y729-018,
Parkes,2021,21WS0E,YNMM-04-055,4,55,Valiant CL Plus,
Parkes,2021,21WS0E,YNMM-04-056,4,56,18Y436-5009,
Parkes,2021,21WS0E,YNMM-04-057,4,57,19W007-008,
Parkes,2021,21WS0E,YNMM-04-058,4,58,18Y391-002,
Parkes,2021,21WS0E,YNMM-04-059,4,59,19W012-035,
Parkes,2021,21WS0E,YNMM-04-060,4,60,19W034-058,
Parkes,2021,21WS0E,YNMM-04-061,4,61,Lancer,
Parkes,2021,21WS0E,YNMM-04-062,4,62,18Y381-013,
Parkes,2021,21WS0E,YNMM-04-063,4,63,18Y1103-037,
Parkes,2021,21WS0E,YNMM-04-064,4,64,19W243-5024,
Parkes,2021,21WS0E,YNMM-04-065,4,65,19W101-5055,
Parkes,2021,21WS0E,YNMM-04-066,4,66,18Y360-016,
Parkes,2021,21WS0E,YNMM-04-067,4,67,18Y1210-028,
Parkes,2021,21WS0E,YNMM-04-068,4,68,19W017-076,
Parkes,2021,21WS0E,YNMM-04-069,4,69,19W189-008,
Parkes,2021,21WS0E,YNMM-04-070,4,70,18Y1134-006,
Parkes,2021,21WS0E,YNMM-04-071,4,71,18Y349-023,
Parkes,2021,21WS0E,YNMM-04-072,4,72,18Y369-010,
Parkes,2021,21WS0E,YNMM-04-073,4,73,18Y1095-074,
Parkes,2021,21WS0E,YNMM-04-074,4,74,18Y437-007,
Parkes,2021,21WS0E,YNMM-04-075,4,75,18Y1138-014,
Parkes,2021,21WS0E,YNMM-04-076,4,76,19W036-058,
Parkes,2021,21WS0E,YNMM-04-077,4,77,18Y810-038,
Parkes,2021,21WS0E,YNMM-04-078,4,78,18Y390-006,
Parkes,2021,21WS0E,YNMM-04-079,4,79,19W013-035,
Parkes,2021,21WS0E,YNMM-04-080,4,80,18Y1112-023,
Parkes,2021,21WS0E,YNMM-04-081,4,81,18Y447-004,
Parkes,2021,21WS0E,YNMM-04-082,4,82,18Y1231-080,
Parkes,2021,21WS0E,YNMM-04-083,4,83,18Y349-020,
Parkes,2021,21WS0E,YNMM-04-084,4,84,17Y497-002,
Parkes,2021,21WS0E,YNMM-04-085,4,85,18Y450-007,
Parkes,2021,21WS0E,YNMM-04-086,4,86,18Y1092-008,
Parkes,2021,21WS0E,YNMM-04-087,4,87,Suntop,
Parkes,2021,21WS0E,YNMM-04-088,4,88,18Y364-020,
Parkes,2021,21WS0E,YNMM-04-089,4,89,19W010-016,
Parkes,2021,21WS0E,YNMM-04-090,4,90,19W019-016,
Parkes,2021,21WS0E,YNMM-04-091,4,91,18Y440-019,
Parkes,2021,21WS0E,YNMM-04-092,4,92,18Y1132-029,
Parkes,2021,21WS0E,YNMM-04-093,4,93,17Y512-022,
Parkes,2021,21WS0E,YNMM-04-094,4,94,EGA Gregory,
Parkes,2021,21WS0E,YNMM-04-095,4,95,18Y381-012,
Parkes,2021,21WS0E,YNMM-04-096,4,96,Sunmaster,
Parkes,2021,21WS0E,YNMM-05-001,5,1,Illabo,
Parkes,2021,21WS0E,YNMM-05-002,5,2,19W025-027,
Parkes,2021,21WS0E,YNMM-05-003,5,3,17Y482-002,
Parkes,2021,21WS0E,YNMM-05-004,5,4,19W011-030,
Parkes,2021,21WS0E,YNMM-05-005,5,5,19W189-001,
Parkes,2021,21WS0E,YNMM-05-006,5,6,18Y511-120,
Parkes,2021,21WS0E,YNMM-05-007,5,7,18Y370-015,
Parkes,2021,21WS0E,YNMM-05-008,5,8,18Y1132-018,
Parkes,2021,21WS0E,YNMM-05-009,5,9,19W016-042,
Parkes,2021,21WS0E,YNMM-05-010,5,10,18Y1231-009,
Parkes,2021,21WS0E,YNMM-05-011,5,11,18Y1211-030,
Parkes,2021,21WS0E,YNMM-05-012,5,12,19W024-048,
Parkes,2021,21WS0E,YNMM-05-013,5,13,19W014-033,
